key	ASM1913465v1	ASM215146v1	ASM215148v1	ASM215150v1	ASM2466215v1	ASM2466217v1	ASM2466219v1	ASM336729v1	ASM4079071v1	ASM4079073v1	ASM4079074v1	ASM4079075v1	ASM4079076v1	ASM4079077v1	ASM4079078v1	ASM4079079v1	ASM4079080v1	B331PP	B418PP	B500PP	ESI26H	ESI36H	ESI403H	ESI425H	PFhe_I_PB_Ill_cons	UCT109H	UCT110H	UCT113H	UCT124H	UCT29H	UCT30H	UCT31H	UCT32H	UCT35H	UCT50H	UCT92H	UCT96H	UNY1032P	UNY1038P	UNY1083P	UNY1085P	UNY1090P	UNY1128P	UNY149P	UNY169P	UNY172P	UNY193P	UNY203P	UNY208P	UNY990P	URI101H	URI102H	URI103H	URI107H	URI111H	URI112H	URI117H	URI118H	URI120H	URI33H	URI34H	URI36H	URI39H	URI40H	URI41H	URI42H	URI44H	URI46H	URI47H	URI48H	URI56H	URI86H	URI87H	URI88H	URI89H	URI91H	URI93H	UWI247P	UWI248P	UWI263P	UWI283P	XYZ459H
ASM1913465v1	1.0	0.9852286937334509	0.9837271704745167	0.983648448729185	0.9861801914708441	0.9886860479041917	0.9854669819432502	0.9902163784246575	0.9848354419410746	0.9875312316968132	0.9841671134020618	0.9828252667814114	0.9897227557058326	0.987087746967071	0.9900099153976311	0.9854650085324234	0.9836113362831859	0.9856439964633069	0.9839862510748065	0.985933591304348	0.9840314350180507	0.9964088793103448	0.9853686289631535	0.9988143755238895	0.9853664034334763	0.9858787177280551	0.9858116145393068	0.9867489739130436	0.9881053633217994	0.9860801118760758	0.9863227627118646	0.9865823428079241	0.9860450464919696	0.9878251321398125	0.9838798792062124	0.9885009121909635	0.9863411734253669	0.9848194420600858	0.984903902027027	0.9863383703071672	0.9830318766290183	0.9858408848797252	0.9864978156996587	0.9856341350210971	0.9839174720550302	0.9826536924413555	0.9875586180257512	0.9889098427947598	0.9858182388316152	0.9835215384615386	0.9868770456503014	0.9853741323024054	0.9868764322033898	0.9864844655172413	0.9858658676975947	0.9859075935374151	0.9880014027538727	0.9872285445205481	0.987052584269663	0.9855909593777011	0.9869538784246576	0.9847548484848484	0.9861455975924335	0.9858842353951889	0.9861188793103449	0.9854396649484537	0.9856522316145393	0.9873448129251701	0.9860130152027027	0.984520419520548	0.986549555353902	0.9874794543904518	0.9859456282271946	0.9861461989795919	0.9858030557939915	0.9861828976784179	0.9857855507745268	0.9852828789161728	0.9848263682432433	0.9859275888324873	0.9824436678200692	0.9823636695652175
ASM215146v1	0.983919974533107	1.0	0.9991878733766234	0.9999038958990536	0.9858139076669414	0.9854562825904123	0.9991522924901187	0.9829532	0.982670767263427	0.9847981016949152	0.9834910195758565	0.9845884420880914	0.9832364345637583	0.9985176344936708	0.9834447996661102	0.9839227303465766	0.9957335284418798	0.9857244407894737	0.9833714926590539	0.9858105258833197	0.9889020713664056	0.983503683319221	0.9889049500831947	0.9836560152284264	0.9867134746467165	0.997787873015873	0.9851765468227425	0.9852213819742489	0.993283982300885	0.9984927496038036	0.9848457929883138	0.9981734174125306	0.9854226460767948	0.9825943676222597	0.9834370343137255	0.9854135923141186	0.9933419097502015	0.9986062401263823	0.9842503177257526	0.9865516876574308	0.9843253719008265	0.9852768639053254	0.9867882184873951	0.9851178601165695	0.9833542436631235	0.9843177869529314	0.9831493838467944	0.9823934540859309	0.9853230938292478	0.984964457236842	0.9976754733492443	0.9974827698412699	0.9850156176961603	0.9978077857142857	0.9975142134387354	0.9847855592654423	0.9848668208578638	0.9852881634372367	0.9984477222222222	0.9854133607907742	0.9812474747474749	0.9855371803278687	0.9981563737133808	0.9973215639810427	0.9965927442996744	0.9963735198702353	0.9842250333333334	0.9848782706766918	0.9848607589658047	0.9857555473251028	0.9850807926829269	0.9841007190635452	0.9986863701350278	0.9849536744966443	0.9984330696202532	0.9989036946202532	0.9976283888888888	0.9851030176026823	0.9835267590260287	0.9854392153589316	0.9831238827527614	0.9824917863247862
ASM215148v1	0.9812732919768403	0.9978678343949046	1.0	0.9998314296936371	0.9848016721854305	0.9845913493377484	0.9979359499609071	0.98056907960199	0.9812462437395659	0.9837244076222038	0.9819822906403941	0.9821108681408681	0.9805455024711697	0.9964572531847133	0.9819276388888889	0.9814560696517413	0.9950677290836653	0.9852059222497933	0.9816334264585045	0.9846352809917356	0.9864952586938083	0.9823616970198675	0.9875695483870969	0.9809752019785655	0.983686979757085	0.9975703453689169	0.9835171872444808	0.984607622673435	0.9919121014492754	0.9982618445839875	0.9832177506112469	0.9989992156862747	0.983497151020408	0.9802097944078948	0.9819283209876544	0.9856828770491803	0.9911535232744783	0.9969785691946834	0.9819652936378467	0.9844366503267975	0.9816228854080791	0.9833429180327871	0.9845607446808511	0.9830414239218876	0.9810456039441249	0.9813367795210569	0.980705696821516	0.9824107781456956	0.9832926803278689	0.9821823829087921	0.9973521811023622	0.9973447839748625	0.983525936222404	0.9973618081761007	0.9976179310344828	0.9829983550488599	0.9845862479338843	0.9848797699260478	0.997330746855346	0.9838013658940397	0.9792607818930041	0.9827538693877551	0.998241656200942	0.9975207288401255	0.997431843137255	0.9974050156494524	0.9829701386623164	0.9848064144736841	0.9832250285714286	0.9826413838550246	0.9837047224669604	0.9836714602132897	0.9981495204402516	0.9838209016393443	0.9985977543035994	0.9988869381362568	0.9974908712715856	0.9835467377049181	0.981629433497537	0.9829359216965742	0.9807043022295624	0.9805578405315615
ASM215150v1	0.981013470394737	0.9981822546012271	0.9992327838258166	1.0	0.9849461458333333	0.9840421749795586	0.9982764973464745	0.9803198680956305	0.9804241025641026	0.9833288075657894	0.9812105275590551	0.9816028368794326	0.9795314898785425	0.9968006912442396	0.9808249353796445	0.9812185795918368	0.9942647551342814	0.9849058706070288	0.9805942598425196	0.9843149681020735	0.9860011680672268	0.9817379539852096	0.9874244631410257	0.9806037121831562	0.9842491720257236	0.997697564491654	0.9826729782082325	0.9839375	0.9923344080996885	0.9983269400151861	0.9819203942075624	0.99829733281493	0.9828154750402577	0.9793331031681559	0.9806019085173503	0.984547927125506	0.9916265399534523	0.9973904545454546	0.9816885956416465	0.9837211678832118	0.9813394577352472	0.9830668597063622	0.9839937256493506	0.9826990434083601	0.980866176935229	0.9815333758978452	0.9805816988727858	0.9810763807189541	0.9830229747351262	0.9820508333333333	0.9976906397562832	0.9972543247344462	0.9830793058918481	0.997552171602126	0.9978448824867323	0.9820801127214172	0.9835099104234527	0.9840951755102042	0.9975707148288973	0.9836226277955272	0.9782567154471545	0.9830427315914491	0.998421511009871	0.9976364924242423	0.9969106625097429	0.9967498445998446	0.9814798713826367	0.9836190931174089	0.9822176892109501	0.9823954408260523	0.983738586118252	0.9829268395461914	0.998451398176292	0.9826595307443365	0.9986693106060606	0.9988412196969697	0.997558975720789	0.9830393770226538	0.9807356680161944	0.9823832850241544	0.9796416639344263	0.9794579389942292
ASM2466215v1	0.9803233333333333	0.9805204688763135	0.9808201081530782	0.9819150080906149	1.0	0.9834166279069767	0.9840439728096678	0.9814804263877716	0.9833701087801089	0.9844795307692308	0.9842740552651233	0.9838821060722522	0.9818955693261038	0.9830283345950038	0.9823413141524105	0.9822182393822394	0.9800123779023219	0.9989785502958581	0.9851017332328561	0.9987194178334561	0.9752896526054591	0.9797680098280098	0.9813341634241246	0.9805006781045751	0.979301512539185	0.9844058440575323	0.9835896761757903	0.9826862293794187	0.9856098721804513	0.984716737320212	0.9834157131901842	0.9840648447204968	0.9837819212962963	0.9836261697065821	0.9832513846153846	0.9845857186544343	0.9840967669172932	0.9840674264150944	0.982212372881356	0.9836611042471043	0.9856247280966769	0.984308903374233	0.9837626332046333	0.9834598923076923	0.983223106060606	0.9830194623655913	0.9818456833976835	0.9820862587685112	0.9843999846625768	0.983672494365139	0.9851724943310657	0.9837439818319454	0.9836184080370944	0.9846491067373202	0.9843577190332325	0.9835134606569901	0.9833383138173303	0.9834620875684129	0.984922369020501	0.9825715343915343	0.981195970724191	0.9986147089167281	0.9849328690386071	0.984328716981132	0.9837046076146077	0.9834498685228152	0.9830111479198769	0.9833790895061728	0.9835174382716049	0.9829056278366112	0.9951149118589744	0.9827093575851393	0.9847512490537471	0.9854426829268291	0.9847877132075472	0.9848331216931215	0.9838111684370258	0.9842595958795564	0.9834059554140128	0.984798252581414	0.9820409497645212	0.981397488151659
ASM2466217v1	0.9814259041731067	0.9789017749603806	0.980035768	0.9796839540412045	0.983104162283997	1.0	0.9824491349739002	0.981909617151608	0.9885012729948492	0.9924798082595869	0.979586689291101	0.978720336906585	0.983772738712065	0.9817687378640777	0.9828818338323355	0.995780930735931	0.9793667029548989	0.9825035316552252	0.9805765483383687	0.9829567161961366	0.9771384829229548	0.9799083502736514	0.9812183257575758	0.9817926259541986	0.9790776905487805	0.9820161324303988	0.9986270426608822	0.9889968595041324	0.9848623595505618	0.9827803877703207	0.9980735175879397	0.9837725900900901	0.9994542406876791	0.9843437547027841	0.9783029930928626	0.9997550108459871	0.9823342428785609	0.9818448123123124	0.9981406160458453	0.9898692725936811	0.980401596958175	0.9917540328603436	0.9898261967694566	0.9989741201716739	0.9790870530303031	0.9788522315950922	0.9846042644873699	0.9834166314996233	0.9918148991784915	0.9798352406015037	0.9840330376940132	0.9814034988713318	0.9998184410919541	0.9822376373212941	0.9826837546468401	0.9973842991329481	0.9978558199121524	0.998234332603939	0.9834310604929052	0.9803529455630128	0.983838450184502	0.9830403115727007	0.9832521710037173	0.9825607287753569	0.9832002103681443	0.9827722314674736	0.9989195340501794	0.9986060430107527	0.9997638538681948	0.9806538884702337	0.9818998565737052	0.998139848812095	0.9826391045899172	0.9934324055232558	0.9831568996282528	0.983397773641102	0.9816991946308724	0.9917984564254062	0.9916027118644068	0.9919113421828908	0.9804775477463713	0.9783169914926529
ASM2466219v1	0.9782244564379338	0.9916711592076303	0.991119356984479	0.9924094786386677	0.982041023054755	0.9802783564645728	1.0	0.9788413605442178	0.9779813235294117	0.9813894892672097	0.9796223900709221	0.979864394265233	0.978247943107221	0.9974831164383562	0.9777794690909091	0.9786828508771932	0.9914057717629846	0.9816525072463769	0.9791341038406829	0.9822644908062236	0.9801293292212799	0.9786266717909301	0.9859394062947067	0.9778932850609756	0.9823790566037737	0.996621474622771	0.9806208333333334	0.9806175720789074	0.9936091098748261	0.9975847201618342	0.9796628602150537	0.9971770365265334	0.9805934151624548	0.9780842633928571	0.9778342097701149	0.9821374579985392	0.9923507676203768	0.9970239740967963	0.9793143031609196	0.9813928747284577	0.9796030259365993	0.9797061634756996	0.9820967316017317	0.9796099856115109	0.9790333404558407	0.9793837734487736	0.9791127633477635	0.9773776819204802	0.9798738070692192	0.980397018813314	0.9969038602442335	0.9954475463917527	0.9796412481962482	0.9965600480439261	0.9961799932614556	0.9803748633093525	0.9806692609017	0.9805015378955115	0.9972822207176708	0.9812835790980673	0.9770330058651027	0.9811087201125175	0.9976325371120107	0.9959156782549422	0.9954177754820936	0.9949706354748602	0.9789832106782107	0.9806655916305915	0.9802607604017215	0.9805114347826087	0.9813343984375001	0.9797216715116278	0.9973181674673987	0.9817943453237409	0.9974509017496636	0.9981329256756758	0.9958244813559323	0.9805227279466272	0.9785394951744617	0.9810663629684055	0.9778841389504804	0.9780809084139986
ASM336729v1	0.987897117647059	0.9823730442324372	0.9822201645021646	0.981644275862069	0.9852309816971713	0.9872930124481328	0.9850938075657895	1.0	0.9857293080724877	0.9872265925925926	0.9825055665024631	0.9814423976608186	0.9956395280000001	0.9860301337792642	0.9959538880000001	0.9855936058871627	0.9830584516680924	0.9856198571428573	0.9826631765676568	0.9856609068219635	0.980601151142355	0.9882065714285715	0.9846270930232558	0.9887365451532725	0.983089218487395	0.9849130635838151	0.986163371242892	0.9870213522537563	0.9869323203963667	0.9859474527526705	0.9863852945924133	0.9855647208538589	0.9864931544715446	0.9896660337892196	0.9823480637049455	0.9886211246943767	0.9858636258278146	0.9842150495049505	0.9866371347402598	0.9866096882690731	0.981494455527847	0.9860902207686019	0.9864762612244898	0.9866002274573518	0.9828782246077622	0.9814932276897415	0.9876727967479676	0.9895056761268781	0.986101381847915	0.9850723770491804	0.9854841810699589	0.9846131900826446	0.987300611745514	0.9849153801652892	0.9855270583401807	0.9862347461724416	0.9874222956234517	0.9855697254575708	0.9859257508250825	0.9869472629843364	0.9860615245901638	0.9842257166392093	0.9855412098765431	0.985060453047776	0.9850878583196045	0.9851956198347108	0.98626218699187	0.9875043775427177	0.9867891181229774	0.9855829787234042	0.9840809326424871	0.9877035077677842	0.9850720909090909	0.9867182324455206	0.9856412561576354	0.9852804781533387	0.9847706589785831	0.9860578810105949	0.9859579203899269	0.9864719514170041	0.9819918524727578	0.9814324308466051
ASM4079071v1	0.9838720208152644	0.9830764977777778	0.9820710353982302	0.9826635575221238	0.9885785321100918	0.9934602831715209	0.9861529983525535	0.9866242675698561	1.0	0.9946263031275061	0.9846315802675587	0.9842992542372883	0.9878320473083199	0.9856317369727048	0.9876469476268411	0.9943942629482072	0.9834899484536084	0.9875815824915826	0.9858488313856428	0.9886713142857143	0.9797048538529672	0.9839229230769232	0.984030719665272	0.9849306806722689	0.9824232181971357	0.985480385582565	0.9951841157556272	0.9915590765391017	0.9874452683732453	0.9869923970345964	0.9949029841269841	0.9871217477328936	0.9949065442936952	0.9887601757322176	0.9834658078231293	0.9951875806451612	0.9860697674418605	0.9857549707602339	0.9943946312450436	0.9909144543249798	0.9867035323801514	0.9934792150449714	0.9908618211120065	0.9945451831210191	0.9841169663865545	0.9843354931972789	0.9877071452009843	0.9875956720202873	0.9936842191332788	0.9852833470394736	0.9879716013071895	0.9855090863369657	0.9946214536741214	0.9858802598491199	0.9867470829909616	0.9947265971107545	0.9942502463054189	0.9930672896440129	0.9873687272727274	0.985666971659919	0.9872711257189812	0.9883618032786886	0.987197493837305	0.9863330108423688	0.9867604372937294	0.9856153093645484	0.9944715789473685	0.9952263708399366	0.9949305313243457	0.985389390946502	0.9874944168096056	0.994392632	0.9859458591785415	0.99415	0.986795094494659	0.9862665260545906	0.9864298680956307	0.9938466420966422	0.9937182131147542	0.9964566857142857	0.9859515062761507	0.9839906047700171
ASM4079073v1	0.9811812921348316	0.9806688980263156	0.9798304991816694	0.9806244062244062	0.9843543659832953	0.9907387865168542	0.9840052366412213	0.9839531338582679	0.9887995629629631	1.0	0.9803725877862596	0.9792861257763977	0.9846466064710309	0.9831507410236822	0.9840383207831325	0.99062956231454	0.9794613390759593	0.9838716052227342	0.981902582375479	0.9841524279210927	0.9746967877320419	0.9809399125596185	0.981311268143621	0.9824158690568979	0.9795928494623657	0.9826663963274674	0.9922852701702443	0.9908111503067485	0.9856106259426848	0.9836640947288007	0.9912484439528023	0.9840164831804282	0.9924063656550702	0.9856447315175098	0.9789134060795012	0.9925984121122601	0.9836932099697886	0.9825613262195123	0.9911011816838996	0.988386968796434	0.9821661009174311	0.9956327211895911	0.9881927002967359	0.9919315129151289	0.9799860986892831	0.9792684316770186	0.9857993002257337	0.9839199922540667	0.9956667756315006	0.9821982805429865	0.9846169894099848	0.9822813542463658	0.9920515925925927	0.9829598775822495	0.9830542911585366	0.9915009321401939	0.9908015112781955	0.9907155730337079	0.984105662835249	0.9822190181268883	0.9846972535741157	0.9849826468344776	0.9838412252663623	0.9831066920731708	0.9829664039785769	0.9829232164634146	0.9919160561299853	0.9919145151739452	0.992631722099039	0.9824408459214502	0.9831357351746547	0.9913110772659732	0.9832661055853099	0.9985527884615385	0.9839354233409612	0.9842590167682927	0.9824029609793421	0.9949942336874051	0.9946138981762919	0.9903019345011425	0.9809231187739463	0.978629292929293
